order_id,merchant_id,account_age_days,past_orders,return_rate_hist,refund_to_keep_count,bracketing_score,claim_text_susp,image_ai_artifact_score,weight_mismatch_kg,shared_identifier_flag,carrier_scan_gap,days_to_claim,order_value,category,is_abuse
ORD102918,M002,46,4,0.075,2,0.442,0.318,0.183,0.033,0,0,2.83,1084.23,footwear,0
ORD102919,M002,680,7,0.625,0,0.772,0.31,0.481,0.117,0,0,10.2,170.59,footwear,0
ORD102920,M001,2,7,0.467,0,0.364,0.241,0.3,0.234,0,0,1.82,2359.66,apparel,0
ORD102921,M001,192,11,0.203,0,0.6,0.092,0.097,0.014,1,0,0.74,6094.43,apparel,0
ORD102922,M001,199,12,0.331,1,0.699,0.262,0.513,0.058,0,0,4.01,3295.08,electronics,0
ORD102923,M002,356,4,0.39,0,0.397,0.079,0.475,0.097,0,0,3.52,1027.59,apparel,0
ORD102924,M001,96,7,0.078,0,0.343,0.176,0.165,0.016,0,0,3.43,2949.28,home,0
ORD102925,M001,124,6,0.402,0,0.652,0.298,0.509,0.031,0,0,0.94,2106.66,home,0
ORD102926,M002,504,10,0.405,0,0.428,0.286,0.07,0.013,0,0,1.21,1200.13,home,0
ORD102927,M003,88,7,0.372,0,0.464,0.411,0.144,0.079,1,0,5.92,558.47,home,0
ORD102928,M003,1067,7,0.466,0,0.197,0.268,0.358,0.215,0,0,9.16,1625.46,footwear,0
ORD102929,M002,546,10,0.134,0,0.29,0.125,0.214,0.066,0,0,12.61,651.2,electronics,0
ORD102930,M001,227,5,0.422,1,0.502,0.373,0.657,0.019,0,0,8.54,441.89,apparel,1
ORD102931,M001,115,8,0.455,0,0.385,0.254,0.133,0.04,0,0,9.03,543.48,home,0
ORD102932,M001,42,4,0.121,0,0.048,0.117,0.324,0.001,0,0,2.3,5753.12,apparel,0
ORD102933,M002,720,9,0.425,2,0.306,0.251,0.476,0.463,0,0,14.01,615.78,apparel,0
ORD102934,M001,88,8,0.257,0,0.023,0.166,0.243,0.057,0,0,1.11,1641.62,beauty,0
ORD102935,M001,1054,4,0.112,0,0.283,0.073,0.22,0.003,0,0,0.99,1389.0,apparel,0
ORD102936,M001,327,10,0.176,0,0.219,0.078,0.43,0.03,0,0,1.57,2061.71,electronics,0
ORD102937,M001,338,8,0.278,0,0.426,0.485,0.367,0.152,0,0,7.31,4473.22,home,0
ORD102938,M001,721,9,0.186,0,0.348,0.131,0.165,0.036,0,0,8.8,1575.74,apparel,0
ORD102939,M001,1442,9,0.417,1,0.39,0.256,0.459,0.105,0,0,1.19,3139.75,beauty,1
ORD102940,M002,417,8,0.191,0,0.487,0.108,0.508,0.008,0,0,8.85,573.16,home,0
ORD102941,M001,76,3,0.125,0,0.183,0.175,0.288,0.015,1,0,14.8,3410.18,apparel,0
ORD102942,M002,117,7,0.103,0,0.641,0.204,0.152,0.101,0,0,2.84,708.04,apparel,0
ORD102943,M003,42,10,0.11,0,0.185,0.498,0.098,0.16,0,0,8.05,2364.46,footwear,1
ORD102944,M003,218,10,0.403,1,0.219,0.075,0.194,0.233,0,0,15.14,529.31,home,0
ORD102945,M001,201,9,0.419,0,0.205,0.056,0.209,0.029,0,0,1.17,3023.16,apparel,0
ORD102946,M001,1,7,0.182,3,0.532,0.455,0.309,0.001,0,0,1.63,211.43,home,0
ORD102947,M001,259,9,0.732,1,0.38,0.109,0.196,0.004,0,0,7.05,785.93,home,0
ORD102948,M002,124,7,0.146,2,0.344,0.019,0.398,0.035,0,0,1.61,1962.36,footwear,0
ORD102949,M001,702,9,0.383,2,0.475,0.208,0.357,0.018,0,0,2.65,2167.45,electronics,0
ORD102950,M001,932,8,0.359,0,0.64,0.264,0.343,0.031,0,0,13.02,1643.58,electronics,0
ORD102951,M002,513,7,0.228,1,0.416,0.308,0.071,0.044,0,0,3.17,912.49,apparel,0
ORD102952,M001,1437,5,0.28,1,0.507,0.184,0.271,0.091,0,0,9.73,3579.63,apparel,1
ORD102953,M003,1096,10,0.397,0,0.055,0.522,0.351,0.025,0,0,1.73,756.52,apparel,0
ORD102954,M001,375,8,0.58,0,0.527,0.262,0.255,0.005,0,0,0.17,2741.79,home,0
ORD102955,M001,265,7,0.64,1,0.078,0.09,0.119,0.042,0,0,3.38,1983.94,footwear,0
ORD102956,M001,876,9,0.261,2,0.835,0.458,0.387,0.138,0,0,10.83,1468.86,apparel,1
ORD102957,M003,888,9,0.444,0,0.502,0.297,0.481,0.072,0,0,2.49,1611.86,apparel,1
ORD102958,M001,622,9,0.17,0,0.511,0.375,0.332,0.009,0,0,1.25,655.12,apparel,0
ORD102959,M003,312,7,0.338,0,0.522,0.561,0.094,0.13,0,0,3.1,3628.23,apparel,0
ORD102960,M002,183,9,0.428,0,0.533,0.522,0.021,0.125,0,1,5.78,2387.66,footwear,0
ORD102961,M002,522,13,0.118,1,0.01,0.24,0.085,0.026,0,0,16.45,1370.76,electronics,0
ORD102962,M001,547,8,0.132,0,0.133,0.092,0.31,0.027,0,0,10.48,1738.56,home,1
ORD102963,M002,1362,9,0.133,0,0.393,0.19,0.226,0.036,1,0,16.02,1564.94,apparel,0
ORD102964,M002,160,10,0.386,0,0.338,0.243,0.272,0.046,0,0,1.07,1033.27,apparel,0
ORD102965,M001,734,12,0.254,1,0.163,0.084,0.292,0.103,0,0,6.23,2109.48,apparel,0
ORD102966,M001,345,4,0.337,0,0.543,0.112,0.443,0.351,0,0,1.76,212.62,home,1
ORD102967,M003,624,8,0.431,1,0.585,0.377,0.267,0.101,0,0,13.17,1441.29,electronics,1
ORD102968,M001,66,6,0.414,1,0.079,0.228,0.208,0.07,0,0,1.69,1643.08,apparel,0
ORD102969,M001,14,8,0.925,2,0.639,0.74,0.359,0.222,0,0,0.48,6235.29,apparel,1
ORD102970,M001,556,7,0.116,1,0.195,0.286,0.068,0.023,1,0,0.9,706.3,apparel,0
ORD102971,M001,230,8,0.362,0,0.332,0.196,0.342,0.172,0,0,5.76,4056.55,home,0
ORD102972,M002,1167,4,0.384,0,0.083,0.289,0.142,0.008,0,0,0.59,1109.25,beauty,0
ORD102973,M001,19,7,0.219,0,0.22,0.394,0.232,0.073,0,0,4.51,2822.18,home,0
ORD102974,M001,32,5,0.077,0,0.384,0.323,0.211,0.054,0,0,8.44,2581.26,apparel,0
ORD102975,M001,97,6,0.364,0,0.844,0.592,0.676,0.049,0,0,10.18,686.38,apparel,1
ORD102976,M001,251,11,0.162,0,0.252,0.599,0.432,0.096,0,0,3.38,901.3,beauty,1
ORD102977,M002,23,9,0.272,1,0.422,0.512,0.091,0.374,0,0,10.69,1562.21,beauty,1
ORD102978,M001,232,7,0.726,1,0.661,0.465,0.258,0.07,0,0,0.38,1193.09,apparel,0
ORD102979,M002,128,8,0.375,2,0.264,0.239,0.806,0.046,0,0,12.98,330.04,home,1
ORD102980,M001,198,4,0.091,0,0.445,0.088,0.168,0.276,0,0,16.05,773.2,home,0
ORD102981,M002,6,9,0.359,0,0.686,0.428,0.102,0.087,0,0,0.57,3847.85,apparel,0
ORD102982,M001,479,12,0.568,2,0.633,0.573,0.404,0.354,0,1,1.91,2792.29,home,1
ORD102983,M002,797,7,0.081,2,0.388,0.295,0.284,0.004,0,0,1.65,1847.11,apparel,0
ORD102984,M001,439,5,0.099,0,0.367,0.384,0.1,0.037,0,0,3.62,2197.31,apparel,1
ORD102985,M001,722,6,0.192,1,0.658,0.243,0.494,0.095,0,0,0.6,5022.73,home,1
ORD102986,M001,614,12,0.119,1,0.255,0.472,0.157,0.004,0,0,0.08,2568.32,beauty,0
ORD102987,M003,2235,8,0.411,0,0.288,0.11,0.083,0.02,0,0,2.21,1933.22,electronics,0
ORD102988,M003,113,7,0.248,1,0.464,0.411,0.217,0.003,0,0,22.34,1706.54,beauty,0
ORD102989,M003,57,5,0.459,0,0.409,0.043,0.077,0.08,0,0,0.32,1962.32,home,1
ORD102990,M002,384,7,0.359,1,0.215,0.613,0.421,0.199,0,0,2.87,714.73,apparel,1
ORD102991,M002,535,6,0.242,0,0.264,0.312,0.204,0.012,0,0,3.86,1079.57,apparel,0
ORD102992,M001,40,7,0.645,1,0.739,0.166,0.479,0.204,0,1,7.01,2560.6,electronics,1
ORD102993,M001,714,6,0.258,0,0.536,0.23,0.078,0.05,0,0,17.02,822.05,apparel,0
ORD102994,M001,573,10,0.134,0,0.235,0.197,0.103,0.007,0,1,0.04,1348.09,apparel,0
ORD102995,M001,98,5,0.135,1,0.454,0.061,0.348,0.029,0,0,2.64,2076.71,footwear,0
ORD102996,M001,906,6,0.254,0,0.139,0.328,0.298,0.066,0,0,2.38,1942.3,home,0
ORD102997,M001,148,11,0.28,1,0.569,0.52,0.269,0.019,0,0,14.26,1805.03,apparel,0
ORD102998,M002,680,10,0.475,0,0.622,0.095,0.177,0.002,1,0,5.2,4592.33,home,0
ORD102999,M001,329,6,0.424,0,0.294,0.212,0.06,0.064,0,0,5.06,1928.75,home,0
ORD103000,M001,457,7,0.14,0,0.191,0.188,0.474,0.207,1,0,8.14,3676.11,home,1
ORD103001,M002,64,7,0.149,1,0.398,0.196,0.248,0.027,0,0,3.62,4129.88,apparel,0
ORD103002,M003,163,10,0.195,0,0.477,0.439,0.381,0.064,0,0,1.08,1006.65,beauty,0
ORD103003,M002,612,9,0.076,1,0.567,0.271,0.545,0.044,0,0,21.15,1100.07,footwear,0
ORD103004,M001,3,6,0.287,1,0.119,0.288,0.443,0.045,0,0,9.68,470.89,electronics,0
ORD103005,M003,552,8,0.596,0,0.075,0.476,0.3,0.066,0,1,3.35,904.62,apparel,0
ORD103006,M002,413,3,0.237,1,0.085,0.571,0.064,0.143,1,0,3.75,568.46,beauty,0
ORD103007,M002,251,9,0.286,0,0.138,0.134,0.24,0.008,0,0,2.32,1782.6,apparel,0
ORD103008,M002,609,5,0.564,0,0.267,0.322,0.355,0.108,0,1,2.22,1000.21,beauty,0
ORD103009,M001,598,7,0.377,0,0.418,0.267,0.232,0.079,0,0,3.3,753.09,home,0
ORD103010,M002,95,3,0.388,0,0.27,0.082,0.497,0.153,0,0,2.51,1471.31,electronics,0
ORD103011,M002,153,8,0.568,0,0.268,0.403,0.411,0.026,0,0,0.34,1955.11,apparel,0
ORD103012,M001,356,7,0.248,0,0.534,0.231,0.125,0.065,0,1,2.95,991.94,apparel,0
ORD103013,M002,1129,12,0.402,0,0.254,0.068,0.663,0.176,0,0,16.34,1784.59,electronics,0
ORD103014,M001,85,6,0.242,0,0.586,0.103,0.161,0.006,0,0,1.48,1632.7,electronics,1
ORD103015,M001,342,7,0.352,0,0.305,0.063,0.113,0.044,0,0,14.61,967.42,apparel,0
ORD103016,M003,338,8,0.47,0,0.26,0.055,0.355,0.072,0,0,13.11,1409.23,electronics,0
ORD103017,M001,23,6,0.673,1,0.682,0.544,0.691,0.139,0,0,0.52,2075.73,beauty,1
ORD103018,M001,589,2,0.469,1,0.189,0.036,0.042,0.052,0,0,12.07,1523.16,apparel,0
ORD103019,M001,176,4,0.239,0,0.566,0.48,0.053,0.045,0,0,2.38,9126.68,home,0
ORD103020,M003,510,7,0.283,0,0.398,0.281,0.224,0.134,0,0,1.62,2384.28,electronics,0
ORD103021,M002,17,6,0.198,0,0.38,0.7,0.461,0.137,0,0,17.05,867.44,electronics,0
ORD103022,M001,347,9,0.233,1,0.454,0.181,0.157,0.02,0,0,14.22,2533.91,home,1
ORD103023,M001,141,2,0.532,0,0.495,0.398,0.286,0.027,0,0,0.11,753.57,apparel,0
ORD103024,M001,723,6,0.44,0,0.068,0.206,0.28,0.024,1,0,2.87,1050.73,apparel,0
ORD103025,M001,177,4,0.478,0,0.181,0.271,0.189,0.025,0,0,0.18,6579.94,apparel,0
ORD103026,M001,31,6,0.675,1,0.289,0.195,0.143,0.059,0,0,7.44,2624.46,apparel,0
ORD103027,M001,448,12,0.52,0,0.303,0.814,0.509,0.154,0,0,0.28,1598.42,apparel,0
ORD103028,M001,558,11,0.406,1,0.287,0.432,0.215,0.098,0,0,4.44,3129.49,apparel,0
ORD103029,M002,501,9,0.6,0,0.163,0.064,0.49,0.003,0,0,6.13,1335.96,beauty,0
ORD103030,M002,882,7,0.348,0,0.524,0.497,0.23,0.005,0,0,3.84,476.78,apparel,0
ORD103031,M001,248,9,0.282,1,0.572,0.492,0.338,0.145,0,0,3.44,4106.33,apparel,1
ORD103032,M002,827,6,0.554,0,0.427,0.34,0.099,0.176,0,0,2.97,1062.85,apparel,1
ORD103033,M002,60,7,0.831,2,0.091,0.223,0.417,0.13,0,0,15.88,904.27,home,0
ORD103034,M001,308,11,0.165,0,0.506,0.027,0.344,0.126,0,0,5.94,1437.64,electronics,0
ORD103035,M002,905,15,0.476,0,0.687,0.093,0.544,0.208,0,0,0.21,706.78,electronics,1
ORD103036,M001,801,6,0.443,0,0.324,0.25,0.205,0.2,0,1,7.07,1318.01,apparel,0
ORD103037,M003,241,2,0.838,1,0.758,0.678,0.304,0.141,0,0,6.02,4237.88,footwear,1
ORD103038,M002,475,5,0.108,0,0.164,0.36,0.291,0.094,0,1,6.39,244.9,home,0
ORD103039,M001,173,10,0.257,0,0.319,0.129,0.207,0.345,0,0,26.34,586.52,footwear,0
ORD103040,M002,28,7,0.248,0,0.111,0.247,0.297,0.062,0,0,10.56,1594.86,home,0
ORD103041,M002,167,10,0.256,0,0.35,0.682,0.077,0.128,0,0,0.57,770.25,apparel,0
ORD103042,M001,697,4,0.473,2,0.239,0.415,0.025,0.093,0,0,4.01,99.78,home,0
ORD103043,M001,305,8,0.083,1,0.189,0.153,0.303,0.087,0,0,0.15,1727.52,electronics,0
ORD103044,M003,754,10,0.086,1,0.249,0.24,0.245,0.02,0,0,16.9,4758.9,apparel,0
ORD103045,M002,1071,6,0.144,0,0.628,0.373,0.338,0.147,0,0,18.47,714.69,beauty,0
ORD103046,M002,447,10,0.196,0,0.293,0.206,0.111,0.073,0,0,1.96,662.48,footwear,0
ORD103047,M001,418,10,0.052,0,0.099,0.117,0.061,0.09,0,0,3.25,5614.76,footwear,1
ORD103048,M001,325,4,0.231,0,0.578,0.289,0.602,0.023,0,0,0.45,406.22,electronics,0
ORD103049,M002,85,8,0.419,1,0.509,0.134,0.113,0.088,0,0,2.48,2876.3,beauty,0
ORD103050,M001,436,3,0.535,0,0.674,0.34,0.062,0.047,0,0,2.59,808.9,home,1
ORD103051,M002,136,4,0.508,1,0.331,0.131,0.12,0.057,0,0,8.23,2297.55,electronics,0
ORD103052,M002,37,9,0.132,2,0.62,0.107,0.311,0.104,0,0,1.16,1440.16,apparel,0
ORD103053,M001,36,10,0.282,1,0.398,0.391,0.113,0.21,0,0,9.6,426.9,footwear,0
ORD103054,M001,368,7,0.19,0,0.376,0.325,0.272,0.067,0,0,2.8,1040.91,electronics,0
ORD103055,M001,821,7,0.381,0,0.404,0.476,0.222,0.035,0,0,0.33,817.69,footwear,0
ORD103056,M002,476,13,0.127,0,0.284,0.16,0.468,0.144,0,0,8.66,883.28,home,0
ORD103057,M001,196,7,0.589,0,0.445,0.689,0.418,0.063,0,0,10.15,1030.99,home,1
ORD103058,M001,307,8,0.141,0,0.211,0.235,0.137,0.003,0,0,6.94,1208.0,apparel,0
ORD103059,M001,1294,6,0.39,0,0.062,0.621,0.447,0.029,0,0,14.48,735.3,electronics,0
ORD103060,M002,1052,8,0.181,1,0.234,0.402,0.174,0.072,0,0,2.58,4903.42,beauty,0
ORD103061,M002,13,6,0.17,0,0.456,0.173,0.291,0.001,0,0,10.47,1239.1,electronics,0
ORD103062,M002,332,10,0.246,1,0.366,0.477,0.19,0.053,0,0,8.69,2370.13,apparel,0
ORD103063,M003,33,3,0.199,0,0.686,0.292,0.392,0.115,0,0,7.12,3466.32,footwear,0
ORD103064,M001,162,7,0.609,2,0.357,0.201,0.193,0.042,0,0,5.86,987.82,apparel,0
ORD103065,M002,128,7,0.379,0,0.262,0.267,0.266,0.051,0,0,5.07,1416.6,home,0
ORD103066,M001,178,10,0.28,1,0.282,0.152,0.15,0.029,0,0,4.39,972.9,home,0
ORD103067,M003,234,10,0.158,0,0.454,0.098,0.405,0.013,0,0,14.67,3303.47,apparel,1
ORD103068,M001,248,11,0.249,0,0.301,0.239,0.743,0.128,1,0,2.77,1389.62,apparel,0
ORD103069,M002,238,8,0.46,0,0.215,0.501,0.271,0.186,0,0,4.42,909.45,beauty,0
ORD103070,M001,491,13,0.369,1,0.127,0.252,0.341,0.201,0,0,0.85,1982.47,apparel,0
ORD103071,M002,39,14,0.283,0,0.404,0.238,0.28,0.006,0,0,0.52,1704.3,apparel,0
ORD103072,M002,1532,8,0.123,0,0.724,0.304,0.252,0.044,0,0,1.68,4338.57,home,0
ORD103073,M002,633,7,0.344,1,0.304,0.108,0.387,0.013,0,0,39.33,903.3,apparel,0
ORD103074,M002,344,4,0.529,0,0.041,0.172,0.17,0.1,0,0,3.98,2267.93,footwear,0
ORD103075,M002,1014,8,0.115,0,0.669,0.317,0.349,0.018,0,0,0.12,1380.01,apparel,0
ORD103076,M001,7,9,0.26,1,0.498,0.229,0.296,0.003,0,0,2.77,774.54,apparel,0
ORD103077,M003,274,9,0.745,1,0.248,0.122,0.029,0.06,0,0,8.16,2765.2,beauty,0
ORD103078,M002,160,6,0.388,1,0.31,0.179,0.118,0.027,0,0,5.09,1731.04,electronics,0
ORD103079,M001,276,9,0.721,0,0.34,0.263,0.307,0.089,0,0,6.98,747.74,apparel,0
ORD103080,M001,302,9,0.432,1,0.114,0.205,0.039,0.043,1,0,16.44,951.34,apparel,0
ORD103081,M002,521,9,0.268,0,0.294,0.176,0.405,0.057,0,0,3.48,1561.71,electronics,0
ORD103082,M002,449,11,0.325,0,0.179,0.454,0.062,0.043,0,0,0.39,1770.12,footwear,0
ORD103083,M001,1003,5,0.345,0,0.359,0.2,0.065,0.018,0,0,3.06,1118.27,electronics,0
ORD103084,M001,114,15,0.039,0,0.335,0.456,0.272,0.022,0,0,6.25,619.24,footwear,0
ORD103085,M001,653,4,0.389,1,0.381,0.384,0.211,0.013,0,0,6.25,2778.34,apparel,0
ORD103086,M002,575,9,0.371,0,0.597,0.188,0.17,0.043,0,0,9.12,2552.8,electronics,0
ORD103087,M001,1966,7,0.425,0,0.339,0.399,0.453,0.001,0,0,0.8,1207.62,apparel,0
ORD103088,M002,3,8,0.268,1,0.405,0.176,0.325,0.008,0,0,8.9,1130.53,electronics,1
ORD103089,M002,2158,8,0.549,2,0.251,0.339,0.219,0.057,0,0,5.2,862.77,footwear,0
ORD103090,M001,3,8,0.199,1,0.41,0.241,0.693,0.016,0,0,3.23,862.46,footwear,0
ORD103091,M001,524,6,0.15,0,0.277,0.053,0.253,0.083,0,0,0.06,330.46,footwear,0
ORD103092,M003,672,6,0.366,0,0.246,0.465,0.126,0.147,0,0,10.4,1967.7,home,0
ORD103093,M001,214,7,0.482,1,0.197,0.66,0.276,0.035,0,0,2.11,7458.47,home,1
ORD103094,M001,305,9,0.682,2,0.315,0.219,0.285,0.054,0,0,26.91,1030.18,footwear,1
ORD103095,M001,178,7,0.103,2,0.28,0.535,0.484,0.139,0,0,0.09,1832.69,home,1
ORD103096,M001,831,8,0.277,0,0.241,0.277,0.151,0.018,1,0,2.24,1363.53,beauty,0
ORD103097,M001,623,8,0.442,1,0.215,0.363,0.006,0.128,0,0,7.79,766.73,footwear,0
ORD103098,M003,320,3,0.168,1,0.185,0.439,0.384,0.008,0,0,6.86,917.55,electronics,0
ORD103099,M002,856,11,0.039,0,0.264,0.233,0.189,0.036,0,0,0.02,1617.88,home,0
ORD103100,M001,305,6,0.533,0,0.522,0.407,0.243,0.124,0,1,4.58,3371.1,home,1
ORD103101,M002,51,4,0.583,0,0.393,0.06,0.057,0.108,0,1,1.29,4309.03,beauty,0
ORD103102,M001,140,6,0.245,0,0.062,0.606,0.146,0.117,0,0,14.01,390.7,apparel,0
ORD103103,M002,836,8,0.627,0,0.255,0.441,0.432,0.088,0,1,0.56,2107.1,beauty,1
ORD103104,M001,112,5,0.206,1,0.418,0.231,0.221,0.161,0,0,5.37,1739.62,home,0
ORD103105,M001,761,8,0.39,1,0.558,0.132,0.223,0.03,0,0,4.43,805.96,home,0
ORD103106,M001,576,2,0.145,0,0.215,0.079,0.435,0.069,0,0,5.47,5203.36,footwear,0
ORD103107,M001,424,9,0.408,0,0.388,0.115,0.218,0.04,0,0,2.07,517.16,home,0
ORD103108,M001,177,9,0.563,0,0.61,0.48,0.578,0.107,0,0,12.63,3436.85,apparel,1
ORD103109,M001,80,5,0.751,0,0.67,0.751,0.593,0.093,0,0,6.22,2448.92,home,1
ORD103110,M003,117,9,0.107,0,0.132,0.222,0.703,0.082,0,0,15.59,514.31,electronics,0
ORD103111,M003,302,7,0.485,1,0.372,0.189,0.097,0.067,0,0,0.47,2182.22,apparel,0
ORD103112,M001,1175,14,0.153,0,0.091,0.557,0.271,0.082,0,0,2.43,506.32,home,0
ORD103113,M001,154,15,0.466,1,0.156,0.387,0.273,0.173,1,0,0.15,1150.54,footwear,0
ORD103114,M003,814,9,0.209,0,0.189,0.163,0.034,0.019,0,0,6.01,902.63,apparel,0
ORD103115,M003,9,7,0.459,0,0.205,0.245,0.35,0.018,1,0,1.3,1190.72,apparel,0
ORD103116,M002,524,8,0.395,1,0.124,0.149,0.757,0.01,0,0,0.8,1420.31,apparel,0
ORD103117,M003,20,8,0.402,0,0.146,0.228,0.039,0.055,0,0,3.34,1629.79,footwear,0
ORD103118,M001,591,8,0.135,1,0.242,0.104,0.593,0.064,0,0,0.89,957.39,apparel,0
ORD103119,M001,110,3,0.414,0,0.345,0.597,0.151,0.21,0,0,4.43,3827.1,beauty,0
ORD103120,M001,62,9,0.327,0,0.396,0.066,0.27,0.121,0,0,18.79,1432.02,electronics,1
ORD103121,M003,995,9,0.178,1,0.254,0.156,0.193,0.035,0,0,2.22,977.74,footwear,1
ORD103122,M002,64,7,0.239,0,0.336,0.211,0.217,0.095,0,0,2.46,4099.39,footwear,1
ORD103123,M003,3,6,0.627,0,0.394,0.474,0.578,0.244,1,0,3.61,1108.44,apparel,1
ORD103124,M003,19,7,0.397,0,0.101,0.155,0.205,0.063,0,0,14.16,2504.35,beauty,0
ORD103125,M001,268,9,0.152,0,0.673,0.524,0.209,0.073,0,0,5.17,3063.94,home,0
ORD103126,M003,166,6,0.216,0,0.121,0.303,0.17,0.049,0,0,1.91,1234.3,apparel,0
ORD103127,M003,65,7,0.422,1,0.062,0.239,0.1,0.022,0,0,10.51,1148.26,apparel,0
ORD103128,M001,963,9,0.326,1,0.399,0.914,0.183,0.182,1,0,0.33,1653.94,apparel,1
ORD103129,M001,469,6,0.082,0,0.518,0.044,0.261,0.115,0,0,1.29,3558.05,electronics,0
ORD103130,M001,337,8,0.499,1,0.079,0.275,0.126,0.082,0,0,9.37,1120.26,home,0
ORD103131,M001,270,8,0.12,0,0.391,0.344,0.46,0.117,0,0,0.52,3341.56,apparel,0
ORD103132,M001,444,9,0.036,0,0.179,0.102,0.09,0.01,0,0,11.15,648.5,footwear,0
ORD103133,M003,368,6,0.37,0,0.658,0.413,0.318,0.426,0,0,2.4,4245.34,beauty,1
ORD103134,M002,500,11,0.808,1,0.15,0.259,0.333,0.092,1,0,0.13,1546.59,electronics,0
ORD103135,M001,302,6,0.274,1,0.076,0.077,0.285,0.01,0,0,1.41,839.29,apparel,0
ORD103136,M001,112,11,0.327,0,0.524,0.072,0.21,0.03,0,0,9.02,1646.44,apparel,0
ORD103137,M002,130,10,0.407,1,0.328,0.082,0.223,0.09,0,0,10.8,549.65,apparel,0
ORD103138,M001,399,5,0.4,1,0.403,0.442,0.473,0.055,0,0,11.54,601.97,apparel,0
ORD103139,M001,275,9,0.468,0,0.742,0.34,0.294,0.039,0,0,2.07,401.5,home,0
ORD103140,M002,204,8,0.15,1,0.256,0.277,0.319,0.16,0,0,13.28,1043.81,home,0
ORD103141,M002,274,12,0.169,0,0.233,0.373,0.648,0.042,0,0,0.82,5363.02,home,0
ORD103142,M003,215,9,0.111,0,0.33,0.43,0.071,0.035,0,0,0.05,1606.26,electronics,0
ORD103143,M002,370,4,0.536,3,0.724,0.234,0.66,0.06,0,0,2.83,4182.61,home,1
ORD103144,M001,1451,6,0.461,0,0.373,0.085,0.044,0.093,0,0,1.53,1827.42,footwear,0
ORD103145,M001,233,11,0.066,0,0.339,0.527,0.177,0.011,0,0,0.93,851.87,footwear,0
ORD103146,M001,625,5,0.456,1,0.309,0.388,0.505,0.02,0,0,2.69,827.06,apparel,0
ORD103147,M001,107,6,0.307,0,0.275,0.187,0.076,0.061,0,0,14.88,5239.97,home,1
ORD103148,M002,222,8,0.333,0,0.197,0.142,0.423,0.016,0,0,3.09,1710.75,apparel,0
ORD103149,M002,68,7,0.389,0,0.316,0.172,0.273,0.022,1,0,4.46,3297.97,apparel,0
ORD103150,M001,190,2,0.365,2,0.472,0.553,0.267,0.03,0,0,20.08,1444.79,beauty,0
ORD103151,M001,862,5,0.346,0,0.52,0.439,0.438,0.086,0,0,1.74,3668.88,apparel,1
ORD103152,M001,480,11,0.236,0,0.337,0.498,0.418,0.062,0,0,0.01,1876.68,apparel,1
ORD103153,M001,1267,4,0.279,2,0.33,0.112,0.171,0.027,0,0,7.18,671.49,apparel,0
ORD103154,M001,78,4,0.673,0,0.769,0.205,0.344,0.045,0,0,1.01,1591.92,home,0
ORD103155,M001,101,11,0.173,0,0.12,0.569,0.667,0.021,0,0,1.09,658.0,electronics,0
ORD103156,M002,119,10,0.401,1,0.168,0.249,0.118,0.024,0,0,13.61,2294.28,apparel,1
ORD103157,M003,58,10,0.351,0,0.242,0.361,0.419,0.426,0,0,4.68,1658.0,electronics,1
ORD103158,M002,118,13,0.206,0,0.136,0.514,0.275,0.144,1,0,0.51,1786.25,home,0
ORD103159,M001,148,5,0.482,1,0.494,0.315,0.197,0.145,0,0,2.3,905.87,apparel,0
ORD103160,M002,347,7,0.406,0,0.303,0.207,0.25,0.331,0,0,5.95,2631.09,beauty,0
ORD103161,M002,77,12,0.592,0,0.612,0.389,0.583,0.054,0,0,0.93,618.05,apparel,1
ORD103162,M001,23,4,0.385,0,0.273,0.15,0.272,0.026,0,0,7.55,3758.31,apparel,0
ORD103163,M003,83,8,0.414,2,0.256,0.38,0.049,0.008,0,0,2.03,1324.58,home,0
ORD103164,M003,524,6,0.392,1,0.226,0.367,0.683,0.084,0,0,3.31,685.73,footwear,1
ORD103165,M002,41,9,0.208,1,0.409,0.197,0.147,0.051,0,0,0.25,1605.87,home,0
ORD103166,M003,593,9,0.103,0,0.268,0.208,0.221,0.051,0,0,1.27,1082.13,electronics,0
ORD103167,M001,483,9,0.133,0,0.132,0.296,0.148,0.124,1,0,20.17,1279.64,footwear,0
ORD103168,M001,70,8,0.214,1,0.182,0.559,0.335,0.056,1,0,4.89,1878.85,apparel,1
ORD103169,M003,641,11,0.114,0,0.221,0.498,0.202,0.108,0,0,5.26,1335.55,apparel,0
ORD103170,M002,16,12,0.322,0,0.206,0.477,0.12,0.056,0,0,1.55,1718.36,apparel,1
ORD103171,M003,1577,5,0.824,1,0.237,0.287,0.415,0.084,0,0,7.37,1280.71,electronics,0
ORD103172,M002,401,8,0.646,0,0.406,0.379,0.429,0.038,0,0,1.11,3326.56,apparel,0
ORD103173,M002,54,11,0.436,1,0.08,0.388,0.084,0.038,0,0,4.49,1163.19,apparel,0
ORD103174,M002,513,4,0.421,0,0.125,0.102,0.682,0.182,1,1,17.79,1714.9,electronics,0
ORD103175,M003,190,9,0.566,0,0.463,0.131,0.019,0.015,0,0,6.27,2335.12,home,1
ORD103176,M001,376,8,0.341,0,0.2,0.132,0.21,0.021,0,0,2.03,1218.3,footwear,0
ORD103177,M002,266,3,0.316,0,0.564,0.5,0.635,0.056,0,0,6.02,2728.24,apparel,1
